benchmark,alignment_id,our_query_id,our_source_original,our_source_normalized,t2t_source_id,t2t_source_original,t2t_source_normalized,our_gold_original,t2t_gold_original,normalized_gold,our_prediction,t2t_prediction,our_status,our_original_graph_relationship,t2t_original_published_classification,ours_recomputed_relationship,t2t_recomputed_relationship,alignment_status
OLS-EFO (full),OLS-EFO (full)::2487,2487,toxic epidermal necrolysis,toxic epidermal necrolysis,MONDO:0019810,toxic epidermal necrolysis,toxic epidermal necrolysis,EFO:0004775,EFO:0004775,EFO:0004775,EFO:0004775,EFO:0004775,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2488,2488,Toxic Epidermal Necrolysis,Toxic Epidermal Necrolysis,NCIT:C79777,Toxic Epidermal Necrolysis,Toxic Epidermal Necrolysis,EFO:0004775,EFO:0004775,EFO:0004775,EFO:0004775,EFO:0004775,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2489,2489,alcohol and nicotine codependence,alcohol and nicotine codependence,MONDO:0005432,alcohol and nicotine codependence,alcohol and nicotine codependence,EFO:0004776,EFO:0004776,EFO:0004776,EFO:0004776,EFO:0004776,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2490,2490,alcohol withdrawal,alcohol withdrawal,MONDO:0005433,alcohol withdrawal,alcohol withdrawal,EFO:0004777,EFO:0004777,EFO:0004777,EFO:0004777,EFO:0004777,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2491,2491,skin sensitivity to sun,skin sensitivity to sun,MONDO:0005434,skin sensitivity to sun,skin sensitivity to sun,EFO:0004795,EFO:0004795,EFO:0004795,EFO:0004795,EFO:0004795,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2492,2492,Freckling,Freckling,HP:0001480,Freckling,Freckling,EFO:0004796,EFO:0004796,EFO:0004796,EFO:0003963,EFO:0003963,mapped,Unrelated,Unrelated,Unrelated,Unrelated,matched
OLS-EFO (full),OLS-EFO (full)::2493,2493,cholelithiasis,cholelithiasis,DOID:10211,cholelithiasis,cholelithiasis,EFO:0004799,EFO:0004799,EFO:0004799,EFO:0004799,EFO:0004799,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2494,2494,Cholelithiasis,Cholelithiasis,NCIT:C122822,Cholelithiasis,Cholelithiasis,EFO:0004799,EFO:0004799,EFO:0004799,EFO:0004799,EFO:0004799,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2495,2495,anti-neutrophil antibody associated vasculitis,anti-neutrophil antibody associated vasculitis,MONDO:0005435,anti-neutrophil antibody associated vasculitis,anti-neutrophil antibody associated vasculitis,EFO:0004826,EFO:0004826,EFO:0004826,MONDO:0015492,EFO:0004826,mapped,Unrelated,Same,Unrelated,Same,matched
OLS-EFO (full),OLS-EFO (full)::2496,2496,blood neutrophil count,blood neutrophil count,CMO:0000030,blood neutrophil count,blood neutrophil count,EFO:0004833,EFO:0004833,EFO:0004833,EFO:0004833,EFO:0004833,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2497,2497,blood eosinophil count,blood eosinophil count,CMO:0000033,blood eosinophil count,blood eosinophil count,EFO:0004842,EFO:0004842,EFO:0004842,EFO:0004842,EFO:0004842,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2498,2498,postoperative ventricular dysfunction,postoperative ventricular dysfunction,MONDO:0005436,postoperative ventricular dysfunction,postoperative ventricular dysfunction,EFO:0004889,EFO:0004889,EFO:0004889,EFO:0004889,EFO:0004889,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2499,2499,testicular dysgenesis syndrome,testicular dysgenesis syndrome,MONDO:0005437,testicular dysgenesis syndrome,testicular dysgenesis syndrome,EFO:0004893,EFO:0004893,EFO:0004893,EFO:0004893,EFO:0004893,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2500,2500,tetralogy of Fallot,tetralogy of Fallot,DOID:6419,tetralogy of Fallot,tetralogy of Fallot,EFO:0004894,EFO:0004894,EFO:0004894,HP:0001636,HP:0001636,mapped,Unrelated,Unrelated,Unrelated,Unrelated,matched
OLS-EFO (full),OLS-EFO (full)::2501,2501,Gilles de la Tourette syndrome,Gilles de la Tourette syndrome,DOID:11119,Gilles de la Tourette syndrome,Gilles de la Tourette syndrome,EFO:0004895,EFO:0004895,EFO:0004895,EFO:0004895,EFO:0004895,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2502,2502,Tourette syndrome,Tourette syndrome,MONDO:0007661,Tourette syndrome,Tourette syndrome,EFO:0004895,EFO:0004895,EFO:0004895,EFO:0004895,EFO:0004895,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2503,2503,Tourette Syndrome,Tourette Syndrome,NCIT:C35078,Tourette Syndrome,Tourette Syndrome,EFO:0004895,EFO:0004895,EFO:0004895,EFO:0004895,EFO:0004895,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2504,2504,lymph node metastatic carcinoma,lymph node metastatic carcinoma,EFO:0004906,lymph node metastatic carcinoma,lymph node metastatic carcinoma,EFO:0004906,EFO:0004906,EFO:0004906,EFO:0004906,EFO:0004906,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2505,2505,metastatic malignant neoplasm in the lymph nodes,metastatic malignant neoplasm in the lymph nodes,MONDO:0005438,metastatic malignant neoplasm in the lymph nodes,metastatic malignant neoplasm in the lymph nodes,EFO:0004906,EFO:0004906,EFO:0004906,EFO:0004906,EFO:0004906,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2506,2506,Metastatic Malignant Neoplasm in the Lymph Nodes,Metastatic Malignant Neoplasm in the Lymph Nodes,NCIT:C4904,Metastatic Malignant Neoplasm in the Lymph Nodes,Metastatic Malignant Neoplasm in the Lymph Nodes,EFO:0004906,EFO:0004906,EFO:0004906,EFO:0004906,EFO:0004906,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2507,2507,familial hypercholesterolemia,familial hypercholesterolemia,DOID:13810,familial hypercholesterolemia,familial hypercholesterolemia,EFO:0004911,EFO:0004911,EFO:0004911,EFO:0004911,EFO:0004911,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2508,2508,"Hyperlipoproteinemia, Type II","Hyperlipoproteinemia, Type II",NCIT:C34704,"Hyperlipoproteinemia, Type II","Hyperlipoproteinemia, Type II",EFO:0004911,EFO:0004911,EFO:0004911,EFO:0004911,EFO:0004911,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2509,2509,embryonal carcinoma,embryonal carcinoma,DOID:3308,embryonal carcinoma,embryonal carcinoma,EFO:0004986,EFO:0004986,EFO:0004986,EFO:0004986,EFO:0004986,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2510,2510,Embryonal Carcinoma,Embryonal Carcinoma,NCIT:C3752,Embryonal Carcinoma,Embryonal Carcinoma,EFO:0004986,EFO:0004986,EFO:0004986,EFO:0004986,EFO:0004986,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2511,2511,myasthenia gravis,myasthenia gravis,DOID:437,myasthenia gravis,myasthenia gravis,EFO:0004991,EFO:0004991,EFO:0004991,EFO:0004991,EFO:0004991,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2512,2512,Myasthenia Gravis,Myasthenia Gravis,NCIT:C60989,Myasthenia Gravis,Myasthenia Gravis,EFO:0004991,EFO:0004991,EFO:0004991,EFO:0004991,EFO:0004991,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2513,2513,otitis media,otitis media,DOID:10754,otitis media,otitis media,EFO:0004992,EFO:0004992,EFO:0004992,EFO:0004992,EFO:0004992,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2514,2514,Orta kulak enfeksiyonu,Orta kulak enfeksiyonu,HP:0000388,Orta kulak enfeksiyonu,Orta kulak enfeksiyonu,EFO:0004992,EFO:0004992,EFO:0004992,EFO:0004992,EFO:0005775,mapped,Same,Unrelated,Same,Unrelated,matched
OLS-EFO (full),OLS-EFO (full)::2515,2515,Otitis Media,Otitis Media,NCIT:C34885,Otitis Media,Otitis Media,EFO:0004992,EFO:0004992,EFO:0004992,EFO:0004992,EFO:0004992,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2516,2516,degenerative disc disease,degenerative disc disease,DOID:90,degenerative disc disease,degenerative disc disease,EFO:0004994,EFO:0004994,EFO:0004994,HP:0008419,EFO:0004994,mapped,Unrelated,Same,Unrelated,Same,matched
OLS-EFO (full),OLS-EFO (full)::2517,2517,intervertebral disk degenerative disorder,intervertebral disk degenerative disorder,MONDO:0011385,intervertebral disk degenerative disorder,intervertebral disk degenerative disorder,EFO:0004994,EFO:0004994,EFO:0004994,HP:0008419,EFO:0004994,mapped,Unrelated,Same,Unrelated,Same,matched
OLS-EFO (full),OLS-EFO (full)::2518,2518,Intervertebral Disc Degenerative Disorder,Intervertebral Disc Degenerative Disorder,NCIT:C26983,Intervertebral Disc Degenerative Disorder,Intervertebral Disc Degenerative Disorder,EFO:0004994,EFO:0004994,EFO:0004994,HP:0008419,EFO:0004994,mapped,Unrelated,Same,Unrelated,Same,matched
OLS-EFO (full),OLS-EFO (full)::2519,2519,leishmaniasis,leishmaniasis,DOID:9065,leishmaniasis,leishmaniasis,EFO:0005044,EFO:0005044,EFO:0005044,EFO:0005044,EFO:0005044,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2520,2520,Leishmaniasis,Leishmaniasis,NCIT:C34767,Leishmaniasis,Leishmaniasis,EFO:0005044,EFO:0005044,EFO:0005044,EFO:0005044,EFO:0005044,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2521,2521,visceral leishmaniasis,visceral leishmaniasis,DOID:9146,visceral leishmaniasis,visceral leishmaniasis,EFO:0005045,EFO:0005045,EFO:0005045,EFO:0005045,EFO:0005045,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2522,2522,Kala-Azar,Kala-Azar,NCIT:C34771,Kala-Azar,Kala-Azar,EFO:0005045,EFO:0005045,EFO:0005045,EFO:0005045,EFO:0005045,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2523,2523,cutaneous leishmaniasis,cutaneous leishmaniasis,DOID:9111,cutaneous leishmaniasis,cutaneous leishmaniasis,EFO:0005046,EFO:0005046,EFO:0005046,EFO:0005046,EFO:0005046,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2524,2524,Cutaneous Leishmaniasis,Cutaneous Leishmaniasis,NCIT:C34768,Cutaneous Leishmaniasis,Cutaneous Leishmaniasis,EFO:0005046,EFO:0005046,EFO:0005046,EFO:0005046,EFO:0005046,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2525,2525,Asian Desert Cutaneous Leishmaniasis,Asian Desert Cutaneous Leishmaniasis,NCIT:C34770,Asian Desert Cutaneous Leishmaniasis,Asian Desert Cutaneous Leishmaniasis,EFO:0005046,EFO:0005046,EFO:0005046,EFO:0005046,EFO:0005046,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2526,2526,Childhood Testicular Neoplasm,Childhood Testicular Neoplasm,NCIT:C5053,Childhood Testicular Neoplasm,Childhood Testicular Neoplasm,EFO:0005088,EFO:0005088,EFO:0005088,EFO:0004281,MONDO:0021079,mapped,Unrelated,Unrelated,Unrelated,Unrelated,matched
OLS-EFO (full),OLS-EFO (full)::2527,2527,Malignant Testicular Neoplasm,Malignant Testicular Neoplasm,NCIT:C7251,Malignant Testicular Neoplasm,Malignant Testicular Neoplasm,EFO:0005088,EFO:0005088,EFO:0005088,EFO:0005088,EFO:0005088,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2528,2528,blood basophil count,blood basophil count,CMO:0000034,blood basophil count,blood basophil count,EFO:0005090,EFO:0005090,EFO:0005090,EFO:0005090,EFO:0005090,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2530,2530,collective leaf structure,collective leaf structure,PO:0025022,collective leaf structure,collective leaf structure,EFO:0005107,EFO:0005107,EFO:0005107,EFO:0001983,EFO:0001986,mapped,Unrelated,Unrelated,Unrelated,Unrelated,matched
OLS-EFO (full),OLS-EFO (full)::2531,2531,hepatitis C induced liver cirrhosis,hepatitis C induced liver cirrhosis,MONDO:0005448,hepatitis C induced liver cirrhosis,hepatitis C induced liver cirrhosis,EFO:0005129,EFO:0005129,EFO:0005129,EFO:0005129,EFO:0005129,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2532,2532,conduction system disorder,conduction system disorder,MONDO:0005449,conduction system disorder,conduction system disorder,EFO:0005137,EFO:0005137,EFO:0005137,EFO:0005137,EFO:0005137,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2533,2533,eating disorder,eating disorder,DOID:8670,eating disorder,eating disorder,EFO:0005203,EFO:0005203,EFO:0005203,EFO:0005203,EFO:0005203,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2534,2534,Eating Disorder,Eating Disorder,NCIT:C89332,Eating Disorder,Eating Disorder,EFO:0005203,EFO:0005203,EFO:0005203,EFO:0005203,EFO:0005203,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2535,2535,bulimia nervosa,bulimia nervosa,DOID:12129,bulimia nervosa,bulimia nervosa,EFO:0005204,EFO:0005204,EFO:0005204,EFO:0005204,EFO:0005204,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2536,2536,Bulimia Nervosa,Bulimia Nervosa,NCIT:C34440,Bulimia Nervosa,Bulimia Nervosa,EFO:0005204,EFO:0005204,EFO:0005204,EFO:0005204,EFO:0005204,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2538,2538,congenital heart disease,congenital heart disease,DOID:1682,congenital heart disease,congenital heart disease,EFO:0005207,EFO:0005207,EFO:0005207,EFO:0005207,EFO:0005207,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2539,2539,Congenital Heart Disease,Congenital Heart Disease,NCIT:C95834,Congenital Heart Disease,Congenital Heart Disease,EFO:0005207,EFO:0005207,EFO:0005207,EFO:0005207,EFO:0005207,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2540,2540,pulmonary neuroendocrine tumor,pulmonary neuroendocrine tumor,DOID:5410,pulmonary neuroendocrine tumor,pulmonary neuroendocrine tumor,EFO:0005220,EFO:0005220,EFO:0005220,EFO:0005220,EFO:0005220,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2541,2541,lung neuroendocrine neoplasm,lung neuroendocrine neoplasm,MONDO:0005454,lung neuroendocrine neoplasm,lung neuroendocrine neoplasm,EFO:0005220,EFO:0005220,EFO:0005220,EFO:0005220,EFO:0005220,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2542,2542,Lung Neuroendocrine Neoplasm,Lung Neuroendocrine Neoplasm,NCIT:C5670,Lung Neuroendocrine Neoplasm,Lung Neuroendocrine Neoplasm,EFO:0005220,EFO:0005220,EFO:0005220,EFO:0005220,EFO:0005220,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2543,2543,cholangiocarcinoma,cholangiocarcinoma,DOID:4947,cholangiocarcinoma,cholangiocarcinoma,EFO:0005221,EFO:0005221,EFO:0005221,EFO:0005221,EFO:0005221,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2544,2544,Cholangiocarcinoma,Cholangiocarcinoma,NCIT:C4436,Cholangiocarcinoma,Cholangiocarcinoma,EFO:0005221,EFO:0005221,EFO:0005221,EFO:0005221,EFO:0005221,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2545,2545,avian influenza,avian influenza,DOID:4492,avian influenza,avian influenza,EFO:0005222,EFO:0005222,EFO:0005222,EFO:0005222,EFO:0005222,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2546,2546,acute stress disorder,acute stress disorder,DOID:6088,acute stress disorder,acute stress disorder,EFO:0005223,EFO:0005223,EFO:0005223,EFO:0005223,EFO:0005223,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2547,2547,Acute Stress Disorder,Acute Stress Disorder,NCIT:C92621,Acute Stress Disorder,Acute Stress Disorder,EFO:0005223,EFO:0005223,EFO:0005223,EFO:0005223,EFO:0005223,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2548,2548,Q fever,Q fever,DOID:11100,Q fever,Q fever,EFO:0005224,EFO:0005224,EFO:0005224,EFO:0005224,EFO:0005224,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2549,2549,Q Fever,Q Fever,NCIT:C34970,Q Fever,Q Fever,EFO:0005224,EFO:0005224,EFO:0005224,EFO:0005224,EFO:0005224,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2550,2550,sleeping sickness,sleeping sickness,DOID:10112,sleeping sickness,sleeping sickness,EFO:0005225,EFO:0005225,EFO:0005225,EFO:0005225,EFO:0005225,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2551,2551,human African trypanosomiasis,human African trypanosomiasis,MONDO:0005459,human African trypanosomiasis,human African trypanosomiasis,EFO:0005225,EFO:0005225,EFO:0005225,EFO:0005225,EFO:0005225,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2552,2552,African Trypanosomiasis,African Trypanosomiasis,NCIT:C84541,African Trypanosomiasis,African Trypanosomiasis,EFO:0005225,EFO:0005225,EFO:0005225,EFO:0005225,EFO:0005225,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2553,2553,swine influenza,swine influenza,DOID:0050211,swine influenza,swine influenza,EFO:0005226,EFO:0005226,EFO:0005226,EFO:0005226,EFO:0005226,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2554,2554,H1N1 Influenza,H1N1 Influenza,NCIT:C80444,H1N1 Influenza,H1N1 Influenza,EFO:0005226,EFO:0005226,EFO:0005226,EFO:1001488,EFO:0005226,mapped,More Specific,Same,More Specific,Same,matched
OLS-EFO (full),OLS-EFO (full)::2555,2555,endometrial adenocarcinoma,endometrial adenocarcinoma,DOID:2870,endometrial adenocarcinoma,endometrial adenocarcinoma,EFO:0005232,EFO:0005232,EFO:0005232,EFO:0005232,EFO:0005232,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2556,2556,endometrium adenocarcinoma,endometrium adenocarcinoma,EFO:0005232,endometrium adenocarcinoma,endometrium adenocarcinoma,EFO:0005232,EFO:0005232,EFO:0005232,EFO:0005232,EFO:0005232,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2558,2558,Endometrial Adenocarcinoma,Endometrial Adenocarcinoma,NCIT:C7359,Endometrial Adenocarcinoma,Endometrial Adenocarcinoma,EFO:0005232,EFO:0005232,EFO:0005232,EFO:0005232,EFO:0005232,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2559,2559,neuroectodermal tumor,neuroectodermal tumor,DOID:171,neuroectodermal tumor,neuroectodermal tumor,EFO:0005235,EFO:0005235,EFO:0005235,EFO:0005235,EFO:0005235,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2560,2560,primitive neuroectodermal tumor,primitive neuroectodermal tumor,EFO:0005235,primitive neuroectodermal tumor,primitive neuroectodermal tumor,EFO:0005235,EFO:0005235,EFO:0005235,EFO:0005235,EFO:0005235,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2561,2561,Primitive Neuroectodermal Tumor,Primitive Neuroectodermal Tumor,NCIT:C3716,Primitive Neuroectodermal Tumor,Primitive Neuroectodermal Tumor,EFO:0005235,EFO:0005235,EFO:0005235,EFO:0005235,EFO:0005235,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2562,2562,NT2/D1 cell,NT2/D1 cell,BTO:0000946,NT2/D1 cell,NT2/D1 cell,EFO:0005236,EFO:0005236,EFO:0005236,EFO:0005236,EFO:0005236,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2563,2563,NT2-D1 cell,NT2-D1 cell,CLO:0008207,NT2-D1 cell,NT2-D1 cell,EFO:0005236,EFO:0005236,EFO:0005236,EFO:0005236,EFO:0005236,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2564,2564,Aort kapağı kalsifikasyonu,Aort kapağı kalsifikasyonu,HP:0004380,Aort kapağı kalsifikasyonu,Aort kapağı kalsifikasyonu,EFO:0005239,EFO:0005239,EFO:0005239,EFO:0005239,MONDO:0016514,mapped,Same,Unrelated,Same,Unrelated,matched
OLS-EFO (full),OLS-EFO (full)::2565,2565,aortic valve calcification,aortic valve calcification,MONDO:0005463,aortic valve calcification,aortic valve calcification,EFO:0005239,EFO:0005239,EFO:0005239,EFO:0005239,EFO:0005239,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2566,2566,rhegmatogenous retinal detachment,rhegmatogenous retinal detachment,MONDO:0005464,rhegmatogenous retinal detachment,rhegmatogenous retinal detachment,EFO:0005240,EFO:0005240,EFO:0005240,EFO:0005240,EFO:0005240,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2567,2567,Rhegmatogenous Retinal Detachment,Rhegmatogenous Retinal Detachment,NCIT:C118755,Rhegmatogenous Retinal Detachment,Rhegmatogenous Retinal Detachment,EFO:0005240,EFO:0005240,EFO:0005240,EFO:0005240,EFO:0005240,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2568,2568,methamphetamine-induced psychosis,methamphetamine-induced psychosis,MONDO:0005465,methamphetamine-induced psychosis,methamphetamine-induced psychosis,EFO:0005242,EFO:0005242,EFO:0005242,EFO:0005242,EFO:0005242,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2569,2569,Hipersomni,Hipersomni,HP:0100786,Hipersomni,Hipersomni,EFO:0005246,EFO:0005246,EFO:0005246,EFO:0005246,EFO:0005246,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2570,2570,hypersomnia,hypersomnia,MONDO:0005466,hypersomnia,hypersomnia,EFO:0005246,EFO:0005246,EFO:0005246,EFO:0005246,EFO:0005246,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2571,2571,Hypersomnia,Hypersomnia,NCIT:C78346,Hypersomnia,Hypersomnia,EFO:0005246,EFO:0005246,EFO:0005246,EFO:0005246,EFO:0005246,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2572,2572,occupation-related stress disorder,occupation-related stress disorder,MONDO:0005467,occupation-related stress disorder,occupation-related stress disorder,EFO:0005250,EFO:0005250,EFO:0005250,EFO:0005250,EFO:0005250,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2573,2573,Hipotansiyon,Hipotansiyon,HP:0002615,Hipotansiyon,Hipotansiyon,EFO:0005251,EFO:0005251,EFO:0005251,EFO:0005251,EFO:0009806,mapped,Same,Unrelated,Same,Unrelated,matched
OLS-EFO (full),OLS-EFO (full)::2574,2574,hypotensive disorder,hypotensive disorder,MONDO:0005468,hypotensive disorder,hypotensive disorder,EFO:0005251,EFO:0005251,EFO:0005251,EFO:0005251,EFO:0005251,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::2575,2575,Hipotensión ortostática,Hipotensión ortostática,HP:0001278,Hipotensión ortostática,Hipotensión ortostática,EFO:0005252,EFO:0005252,EFO:0005252,EFO:0005252,EFO:0005252,mapped,Same,Same,Same,Same,matched
